smiles,hof
COC12C(C)C1NC2=O,-28.62
CN1C(O)=CC(O)=C1O,-87.56
OC1CC=CCC(=O)C1,-61.36
ON=C1COCC2CC12,-8.41
CC1=CC2CC1OC2=O,-51.15
CC#CCCNC(C)=O,-16.09
OC1(CC(=O)C1)C#C,3.78
CC12OCC3CC1C2O3,-43.43
CC1COCOC1=O,-126.21
C#CCOC1=CNC=C1,55.19
N1C=CC2=C1C=NO2,47.47
CN1C2CC2OCC1=O,-47.37
CN1CC1CNC(C)=O,-26.46
OC1C2CC(O)C12,-38.52
CC1C(O)CCCC1O,-110.00
CC1(C)CC2(CO)NC12,-2.20
CC1(C)C2NC(C#N)C12,78.65
COC1CC2OC1C2C,-50.90
CCC1CC(C)(C1)C#C,46.91
O=C1CN2CCCC12,-5.28
OC1CC[NH2+]C1C([O-])=O,-130.62
CC1CC2(C)CN3C1C23,47.43
OC12CC1(NC2=O)C=O,-51.01
CC1NC1C1CN1C=O,20.28
CCC1OCC1C,-43.14
CCC1C2CCC(C)C12,-3.31
CCC1(CC#C)COC1,25.09
COC(=O)NC(C)(C)C,-124.60
CC1C(C)C1C=O,-27.02
OC1COC1CC1CO1,-72.39
CCN=C1OCOC1C,-77.43
OC1CCCCOC1=O,-128.55
CNCC1=NC=C(C)O1,-22.24
CC1=C(N)C(F)=CC=C1,-40.16
CCC1=CCCC2OC12,-9.97
C#CC1OCCCCO1,-18.32
C1C2CC11OC1COC2,-7.44
CC1CC23NC4C2N1C34,139.90
NC1=COC=C1C1CO1,-13.10
OC1=NC(F)=NC(F)=C1,-126.92
CC1C2CCOCOC12,-61.21
CC1CC(C)=CCCO1,-44.00
CC(C)(C)C#CCC=O,-4.43
O=C1C=NON=CC1=O,27.41
OC1C2C3CN(C23)C1=O,1.09
CN1CC1(C)CO,-25.04
CC1CC2NC2C(O)C1,-27.67
CC(C)C1OCC1CO,-77.44
CC(C)CN1C=NN=N1,44.28
OC1C2OC1C1CC21,-3.48
C#CCCC#N,76.67
O=C1C2C3NC(C23)C1=O,21.62
CCC1(CO)NC1C=O,-52.20
CC1(O)CCC1(N)C#N,-1.66
CC(=O)C1=CC=NN1,-3.22
O=C1C2CC1N=COC2,-21.71
CC1(CCC1)C#N,30.16
CCOC1CCC2NC12,-18.62
CN1CC1C1CNC1=O,7.74
O1C2C3C2C2C=CC3C12,38.10
OCC1OCC2CC2O1,-92.63
CC1(C)OCCC1C#C,1.36
O=C1CCC(NC1)C#N,1.32
CC([NH2+]C1CC1)C([O-])=O,-75.54
C1C2CC3CC4CC1C234,153.40
CC1CC(=O)C(=O)N1,-77.31
CCC1C2CC(=N)OC12,-13.06
COCC1=NOC=C1,-25.93
N#CCNC1=CON=C1,57.60
CC12C3C1C1N=C2OC31,101.90
OC1=CNC(=O)N=C1O,-102.72
CCN1CC2OCC12C,-0.53
N=C1NC=C(N=C1)C#N,82.06
CC(O)CCC(O)C#C,-45.06
CCC1=CC2OC1C2=O,-7.86
CN1CC11CCC1=O,14.02
CCC(O)(CC)C=O,-98.50
CC1=CC(O)=CC(O)=N1,-73.84
CC1(NC1C=O)C(N)=O,-54.10
C1C=CCC2=C1OC=N2,6.73
CN1CC2OCC1C=C2,1.28
CC1(C)CC=CC11CC1,22.41
NC1=C(C=O)C=NN1,7.19
CC1CC2C3OCC3C12,27.74
CC(=O)OC(C)(C)C=O,-139.48
CC12C3CC1OCC23,8.31
CC(CC=O)C#CC#C,65.65
CC(C)(NCC#N)C#N,52.60
COCC1=CN=CO1,-47.64
N#CC1CCOC1,-10.13
CC1=CC=CC=C1N,10.34
CC1CCC(O)CC1C,-75.29
CC12CC3CC1(CO)N23,26.47
O=C1CC2N=COC12,-22.92
NC1=CN(C=O)N=N1,26.89
CN1C=NC(O)=C1N,-16.34
COC1CNC1(C)C#N,10.53
CC1N=COC(=O)C1O,-104.22
CCC(=O)C1COCO1,-114.43
CCC1C2COC(=O)C12,-70.37
CCN1CC(O)C1C=O,-51.64
O=CC#CC1(CO1)C#N,62.71
CC1=CC=CCC2NC12,61.02
CCN(C)C1=CNN=N1,46.35
OCCC1CO1,-61.75
NC1=NC(F)=CC(=O)N1,-80.78
CNC(=O)C(O)C1CN1,-64.19
OC1=CC(=N)OC=C1,-36.95
O=C1CC(=CCN1)C#C,29.95
OC(C=O)C1CC(=O)C1,-91.17
CC12CC1C(CC#C)O2,58.03
CC1CC(CC=O)C1=O,-59.33
CC1C=CCC1CC=O,-24.22
FC1=NC=CC=C1,-26.75
CN1CC1COCC=O,-37.48
CCOC1COC(C)C1,-97.49
CC1NC1C1=NNC=N1,62.72
CCC1CCC(C1)=NO,-22.18
CNC1CNC1(C)C#N,50.10
C1CC2OCCCC12,-30.46
COC(C)C1=CCOC1,-62.98
C1OC2CCCC12,-23.36
C1OC2C3OC2C3O1,-29.08
CC1CC(O)CC2OC12,-70.59
O=CC1COC(=O)C1,-111.14
NC1=CC(C#C)=C(O)N1,43.69
COC1=NCCC(=O)N1,-78.54
NC(=O)C1N=CNC1=O,-63.07
CC(C)C(C)OCC#C,-9.60
FC1=NC(=CC=C1)C#C,33.90
OCCC(=N)OCC#C,-14.18
N=C1NN=CN1CC#N,81.67
CCC12COCC1CO2,-66.07
CC1CN1CCC(C)=O,-25.17
CC1COCC(C)(C)C1,-72.85
OCC1=CN=CC(F)=C1,-60.04
OCC12CC(C1)CC2=O,-52.09
CC(O)(C=O)C1CCC1,-68.69
CCC1=CC2CC1CO2,-13.93
OC1C(O)C2C3OC3C12,-36.10
CCNC(C=O)C(N)=O,-87.75
C1C2CC3C4CCC12C34,58.54
CC1C2C3C4C2C1C34O,63.14
CNC1=NC=NC(C)=N1,14.85
C1C2CCCOCCN12,-3.73
CC1CN=COCO1,-66.14
C1CN1C1C2CCC12,76.40
CC1CC2C(C)(C)C12C,13.37
CCC1CN(C)C(=O)O1,-106.57
CC1CC2C(O)C1C2=O,-47.76
CCC(N)C#N,13.16
CC(C)C#CC1(C)CC1,42.93
CCC1CC(C1)C(N)=O,-51.01
NC1=CC=C2OCCN12,7.30
N1C=CC2=C1C=NC=C2,47.20
CC12CC1OC(N)=N2,-7.09
OCC1=CC2(O)CC1C2,-19.20
O=C1OC2CC3CC12C3,-6.50
CCC1CC(CC#C)C1,48.53
CCC#CC1OCC1O,-10.18
N=COCC(=N)NC=O,-51.49
OC1C2C3C4C3N2CC14,45.51
CC1(NC1C#C)C1CO1,69.79
CC1=COC(=N)C(F)=N1,-45.49
CCC1CN1C(=O)CO,-67.40
CC1(C)OC2OC1C=C2,-45.11
CC1=CC2CC2C1(C)C,18.85
OCC1C2OC2C1C#N,4.32
NC(=O)OC1=CC=CO1,-96.14
C1=C2C=CN=CN2N=N1,88.62
CC1(CCC#C)CC1,55.88
CC(O)CC1CCC1=O,-77.48
OC1C=CCCC1C#C,28.47
OCC1(CO)C2CN1C2,0.52
CC(=N)NC1=CON=N1,33.53
CC(C)C1OC(=N)C1N,-27.98
CC(=O)CC(=O)CC#N,-50.32
CN1C2C3NC2C13C,110.81
OC12CC(=O)C1C1CC21,4.48
CC1=CC2OC2CC=C1,16.94
CC1(C[NH2+]C1)C([O-])=O,-74.01
N=C1OCCNCC1=O,-42.16
CC1=C2CCC2CC1=O,-0.08
C1CC2(C1)CCN=CO2,-13.83
C1C=CC23NC4C2N1C34,160.44
CC12COC3C1CC23,18.82
C1C2C3OCCCN2C13,43.41
CC1(C)CN2CC12C=O,11.94
CC(=O)CC1COCO1,-117.44
CC#CC(=O)C1(C)CC1,22.67
C1CC2C1N1N=NC=C21,117.82
CC12OC1CC21CC1O,-9.15
C1C2NC3=NCCOC123,53.12
C1CN2C1C21CC2NC12,121.71
NC1=C2N=NOC2=CO1,32.75
CC1(C)C2C3CN2C13,93.17
OCC1=CC2C3C1CN23,53.61
C#CCOC1=NNC=C1,62.46
O=CN1CC1C#CC#C,108.53
CC1=CC(F)=CC=C1F,-90.28
CC1C(O)C=CC1O,-67.91
CC1C2CCC(C)(C)C12,-4.17
CC(OC(N)=O)C(C)=O,-147.27
CC1C(C)C1(CO)C#N,-7.50
CCC1(CO)CC1C,-45.75
CC12CC1C(O)C2,-8.60
OC1C2C3CN2CC1O3,-23.76
CC1C2C(O)C2C11CO1,-8.47
OC12COCC3CC1C23,-24.46
CCC12NC1CNC2=O,-18.83
N=C1COC(=N)C(=N)N1,7.79
CN1CC2NC(=O)C12,10.17
NC1=C(CO)C(=O)OC1,-112.72
CN=C1OC(C#N)C1O,-10.34
CCC(O)C(C)C,-80.54
CC(=O)C1CC(O1)C=O,-84.42
CC#CC1CC(C)C1,46.44
CNC1=C(O)C(O)=CN1,-43.43
FC(F)(F)C1CC=CC1,-163.99
CC(C#N)C1COC1=O,-42.56
C1=CN2N=CC=NC2=N1,84.37
CC1OCC(=O)C1(C)C,-91.72
O=C1COCC2CN2C1,-24.81
CN1N=CC(OC=N)=N1,27.71
O=C1CCC2COC2C1,-55.74
OC1=COC=CC1=O,-76.98
NC1=NCCCC1=NO,10.58
O=C1OCCC11CC1,-66.78
OC1=CC=C(N1)OC=O,-84.65
OCC12CC(C=C1)C2O,-20.08
OC1=CC=CC(O)=C1O,-102.03
OC1CC2(COC12)C#N,1.29
O=C1C=CC23CCC12N3,63.46
CC1(COC1=N)NC=O,-55.45
C1C2C1C1CC2CCC1,23.76
CC12OC3CC1C3C=C2,21.85
N#CC12CC3C=CC1N23,122.43
COC1=C2CCN2C=C1,27.94
OC1C(OC=N)C1C#N,-2.24
O=C1C2CCC1CCC2,-42.68
CC1OC2CC3NC3C12,12.30
C[NH2+]CC1=CN[CH-]C1=O,-17.20
C1OC1C12CC1N1CC21,92.69
CC12CC3C1C2NC3=O,8.36
C1C2OC34CN(C3)C4C12,100.54
C1CC2OC1CC1NC21,-3.66
CC1C=CC(C)(O)C1=O,-63.63
C1C2CC3(CCC3)C12,55.30
CCC1OC(=NC)C1C,-35.78
C1NC1C#CC1CCC1,98.01
COC12C3C1C1C3CC21,70.58
CC1C(C)C(=N)N1C=O,-22.94
CC(C)C1CCC(C)O1,-74.71
CC(=O)NCCC=O,-90.38
O=CCNCC(=O)C#N,-19.22
CC12COCCC1C2O,-65.04
O=C1CCC=C1C#C,36.11
O=C1CC2C(C1)C2C#C,45.27
CC(C)C1OCC1(C)O,-87.13
CNC1=C(N)N(C)C=N1,26.04
CC1=NON=C1C(N)=O,-17.99
N#CCCN1C2CCC12,78.84
CC1C2C3(O)CC1C23C,18.53
NC1(CCC1)C(F)(F)F,-165.76
CN1C=C(N)C(C=O)=N1,8.79
NC=[NH+]C1=NOC([O-])=C1,7.58
OC1COC(=O)C1=O,-138.43
OCCC1CC(N1)C#N,9.62
C1OCC1C1=NNC=C1,23.14
CNC(=N)C1=NON=C1,48.99
CN=C1NN=C(F)C=C1,8.37
CCCC1C=CC2OC12,-3.63
CCC12CC(C1)C2=NO,51.43
O=C(C#N)C12CC(C1)O2,43.61
NC1=C(F)C(O)=NC=C1,-70.08
N=C1OC=C2CCN12,35.63
CC1(O)C2CCC1C=C2,-14.44
OC12CC3C(C1)C3C2,-13.60
CC1NC11CNC1C#N,85.19
COCC1C2CC1C2O,-22.89
CN(CC1(C)CC1)C=O,-38.00
OC1C2CC3OC3C12O,-58.39
NC1=NC=CC=C1,22.00
CC12CC1CCC2C=O,-21.89
CC(=O)C1CC(CO)C1,-73.59
CC12CC(COC1=O)N2,-56.91
O=C1OC2CCC=CC12,-52.79
CC(C)C1CCC1(C)O,-59.29
O=CC12OC3CC1C2O3,-55.54
N#CCC1COC=N1,8.17
OC12CN(C1)C2C=O,11.33
CC(=O)N1CCC1CO,-81.35
CC12CN3CC(O1)C23C,28.45
OCC1(CC(=O)C1)C#N,-28.47
CC1C2N1CC=C2CO,7.56
CC1(O)C2OC2C11CC1,-8.83
CC1C(C)C11COC=N1,-10.25
CNC1=C(C)NC=C1,19.77
CCC(=O)C(=O)C(C)=O,-108.37
CC(=O)N1C=COC1=N,-44.03
CN1N=C(C)NC1=O,-32.86
C1OC1C1=NC=CO1,-16.72
O=C1C2CC=CC1C=C2,18.99
CC1(CNCC#N)CN1,52.60
CC1C2OC1(C)C2C#N,43.77
OC1CC2CC(O2)C=C1,-33.09
CCC#CC(C)(O)C#N,28.17
CN=C1CC2NC2CO1,6.79
CC12CN1CC1(CO1)C2,12.90
CC(C)C1=NNC(=O)N1,-37.14
CC1COC1C1CN1,3.11
CC1=CCC(=O)CC1=O,-62.49
CCC1=C(C)COCC1,-44.73
CC1=C(COC1)C1CN1,9.35
COCCC1CC(=O)N1,-73.60
C1CCC2=NNC=C2C1,25.63
OCC1CC11COC1=N,-26.94
CC1C(C#N)C1(C)C,22.32
CNC(C=O)(C#C)C#C,100.26
CC(CC1CC1)C#C,58.07
CC12CCN1CC2C#N,71.62
CC1OCC(C)=C1C#C,21.37
OC1C2OCCC(=O)C12,-82.05
CN=C1NCC1(O)C=O,-32.55
CN1C2C1C1CCC2O1,11.02
CCC12CC3NC3C1O2,15.45
CCC(=O)C1C2CC1O2,-10.85
CC(C)OC1CC1C#N,-4.49
C1OC1C1=CC2CC1O2,26.22
CC#CCC1(C)CC1C,43.74
CCC1(O)CCC1,-46.97
CC1COC1C(=O)CO,-98.96
NCC1=NC(=N)N=NO1,-3.56
CC1=CN=CN=CC1=O,26.86
CCC(C)C1=NNC=N1,12.48
OC1COC1CC#N,-30.19
OC1C2CC2CC11CO1,-29.44
CC1CC11CCOCO1,-65.38
CC(C)(O)C(O)CC#C,-52.79
CCOC(=O)C1CCN1,-74.88
OCC1CC(C1)C#N,-1.64
CC1=CN(C=O)C(C)=N1,-26.39
CC(=O)C(=O)CC1CO1,-85.54
OCCCC1=CN=CN1,-24.16
C1CC2CCCCCC12,-6.61
CCN1C2C3COC2C13,40.27
COCC1C(O)C1C=O,-87.36
CC1(C=O)C2C3CC1C23,39.29
COC1C(NC1=O)C#C,3.11
CC1COC(=N1)C1CO1,-40.27
CCC1C2C3C4C2C1N34,108.44
NC1=NNN=C1C#C,108.13
CNC1=CNC(O)=C1C,-18.19
O=C1NC=C2C=CCC12,9.30
OCC1COC2CCC12,-61.56
N=COCC(=O)CC#N,-23.78
O=CCC(C=O)C#N,-28.68
C(CN1CC1)N1CC1,58.75
C1C2CC3NC3COC12,24.76
CC1CC1(OC=N)C#N,25.35
CC1=C(C)C(=CO1)C#C,29.42
CC1(CC(=O)N1)C(N)=O,-79.58
CC1CN2N=CC=C2C1,31.27
N#CC1C2CC1C2=O,60.85
CC1=C(C=CO1)C1CC1,-0.39
CC(C)(CCC#C)C=O,2.31
COC1CCC(C1)C=O,-78.84
CC1=CC(N)=NC(=N)O1,-12.64
O=C1ON=NC(=N1)C#N,61.47
CC1(C#C)C(O)C1CO,-9.12
COCC1OCOC1C,-122.21
CC1=CC(N)=CC(F)=N1,-40.76
C1NC1C1NC11CCC1,76.26
COCC1(CC#N)CN1,12.41
CC12COCC1C2C=O,-48.66
CC1NC1C1(O)CCC1,-5.28
NC12C3NC1C3OC2=N,61.88
O=COC1CNCC1=O,-97.58
CCC1=CC=C(N)C=C1,5.85
CN=C1NC(F)=CC=N1,-9.94
N=C1C2OC2CN1C=O,-26.48
CC1C2C(C=O)C2C1C,3.95
CCC(=O)C(O)C1CC1,-74.69
C1C2C3OC2C2C3N12,51.94
COCC1=NCC(=O)N1,-61.26
CC1=NC=C(N=N1)C#C,118.46
NC(=O)C(=O)C#CC#C,38.18
O=C1CN=C(C1)N1CC1,17.61
CC1C2C3OC3C12C#C,112.61
CCC12CC1C1OC21C,31.71
CN1C(=N)N=CN=C1C,30.15
C1CC2(C1)C1OC=NC21,29.43
OC1C2CCC1(O)C=C2,-49.79
CC1CC(=O)CC(=O)N1,-88.23
C1C2OC11CCCCC21,23.11
COCCC1=CNN=C1,-8.41
OC1C2CCC1CC2,-43.79
O=C1CC2CC2C11CC1,5.87
OC1=C(N=CN1)C1CC1,7.81
CNCC1=NC=CC=N1,33.89
NC(=O)C1NC1C#N,17.68
COC1(CO)CC=CC1,-64.22
CC(C#N)N1CC1(C)C,38.05
NC1(CO)CCOC1=O,-127.32
CN1C=NC(N)=CC1=O,-28.92
C1NC2=C(ON=C2)C=C1,47.74
COC1(C)CC2(C)NC12,0.97
OCC(O)C1C2CC1C2,-29.30
COC1(C=O)C(O)C1O,-120.80
CC(C)(OCCO)C=O,-128.44
OC(C#N)C#CC1CC1,69.41
CC1OC11C(O)CC1=O,-70.48
CCC1(N)COC1=O,-76.66
CCC12CC3(CC3)C1O2,19.70
CCCOC(CC)C#C,-11.65
C1OC2C=CCCC12,-2.68
CC(CO)OCC1CN1,-63.52
OCC1=CNCCC1=O,-63.56
CC1C2C(CO)CC12C,-13.91
OC1(CC1)C1COC1=O,-83.87
C1CC2CC=CC(C1)C2,-0.20
CC1(C)CC1(O)CC#C,17.75
OC1C2C3OC2C13C#C,89.33
CC1CC2=CCCC12,36.25
CC12CN3C(CC=C1)C23,73.24
OCC12C=CC3OC1C23,14.93
COCC1CCCOC1,-93.40
O=CC1C2C3NC3C12,77.06
COC12CC1(O)COC2,-86.14
O=CC1(CC=CC1)C#N,21.38
CC1NC2C(NC12)C#N,85.53
C1CC2CN3C1C3CO2,2.57
NC(=N)C1=C(N)OC=N1,-6.49
C1C2COCOC=NC12,-26.64
C#CC1OC11CC2OC12,69.83
O=C1N=COC=C1C#N,-1.66
CC#CC1=CNC(N)=N1,70.91
C1CC2=CON=C2C1,17.39
C1C2N=C3OCCN3C12,21.53
N=C1OCC2CC12C=O,-31.86
OC1CN2CC2C2OC12,-8.41
CC(O)C1NC1C(N)=O,-65.73
CCN1C2C=CC(=O)C12,21.63
NC1=CC(=O)NN=N1,19.20
NC(=O)C1CC2(CC2)O1,-44.39
N#CC12C3CC1C1C3N21,150.09
OCC1CC1CCC=O,-60.41
C1CC2(O1)C1C3OC1C23,52.78
OCC1(COC1)C=O,-87.50
O=C1CC2OC2(C1)C#C,15.31
COC1C=CCC1O,-63.06
COC1=C(C)NC(N)=C1,-16.47
CC1(OCC11CO1)C#N,2.88
COC1OC(C=C1)C#C,6.90
CC1=C(N)C(O)=CN1,-17.61
O=C1CC2(CN12)C1CC1,37.54
OC1=NOC2=NC=NN12,25.23
CC(C)(O)C12CC1OC2,-41.77
O=C1CNC2C(C#N)C12,38.04
CC(C)(C)C(=O)C#C,1.81
O=C1NC2=C(O1)N=NO2,-51.49
OC1(CC#N)CC(=O)C1,-32.06
C1CC2COCC1CO2,-72.41
CC1=CN=C(F)C=C1C,-43.82
N=CN1C2CC2CC1=O,4.82
OC(C=O)C1=CNC=C1,-43.99
CN=COCC1(C)CO1,-49.84
CCCC1=C(N)N=CN1,8.01
O=CC1CN(C1)C=O,-46.84
CC12CC1C(=O)C2CO,-39.76
CC1NC(=O)C2OC12,-53.30
COC1CN(C)C(=O)O1,-134.28
CC1(CN=CO1)C1CC1,-11.52
O1C=CN=CC=NC=C1,68.40
C#CC#CCNCC#N,143.78
CC1=C(C)C=C(N)N1,10.07
CC12CCC1C(=O)CO2,-57.31
CC1=C(C=O)C(=O)OC1,-102.38
CCN1C(=O)NN=C1O,-70.71
CC1=CN=C(NC=N)O1,-0.00
CC1=NC(=NO1)C(N)=N,14.81
CC1(C#C)C2OC2C1O,26.62
CC1CCC2CC2CO1,-33.70
O=CC1=CNCC11CC1,9.79
N=COCC(=O)N1CC1,-28.92
CC1C2CC3C2CC13,48.56
CC(C)C(O)C(O)C=O,-135.63
CCC1=NN(C=O)C=C1,-8.21
CC1(O)CC2(COC2)C1,-49.57
CCCC1OCOC1=N,-79.82
N=C1OCC2CC1N2,10.78
CCC1(C)CC1N1CC1,31.22
NC1=NNC(C#N)=C1N,70.55
CC#CC1C2C(C)CN12,98.01
NC1=NC(=CO1)C1CC1,5.66
CC1(C#N)C2CN1CC2,70.13
C1CC2=C(NN=N2)O1,39.00
CCC12CC3CC1C23C,48.43
OC1C(O)C1C1CC1,-35.69
OC1=NNN=C1,9.97
N=CN1C=NCC1C#N,74.40
CC12CC3NC1C3O2,27.55
CC1C(O)C(=O)NC1=O,-131.87
CCC(O)C(O)C1CO1,-113.84
C1C2CC11C=CC3C2C13,94.59
CC12CC1OC1CC21C,8.08
CC12NC1COC2=N,2.34
CCN1CC1(CO)C=O,-51.64
CN=C1C2CC2N1C=O,30.09
COC(=O)C1COC=N1,-104.62
CC(C#C)C(O)CC#N,33.24
CC(NC=O)(C=O)C=O,-106.08
CC12C(CO)C3C1CC23,38.77
CC12CC3C1C2C3=O,32.98
CCC12OC1CC2C=O,-31.27
CC#CC(C=O)C1CO1,7.73
CN(C)C(=O)C(N)C#C,11.72
CC(=O)C1=C(N)OC=N1,-58.46
C1C2NC1C1=NON=C21,109.91
CC1(C)N2CC1(O)C2,23.01
O=C1CC2(CO2)C11CO1,-27.43
CC1=NC(=CN=C1)C#N,66.04
OC1=C2CCCN2N=C1,4.50
O=CNC(=O)C1CC1,-63.12
O=CN1CC2NC2C1,-3.40
CCC(=O)C1=NNC=C1,-10.65
C#CC1CC2(OC12)C#N,107.98
CN1CC1C(C#C)C#N,123.64
CC(C#C)C1=NNC=C1,87.51
COC(C)C#CC1CC1,24.59
N#CC(C1CN1)N1CC1,97.86
COC(=O)C1(C)CC1O,-120.87
CC1CCOC2(C)CC12,-36.21
CC12OCC3=CCC1C23,45.69
CC1=NC(C[NH3+])=C([O-])O1,-72.39
CC12CC1(C)C=CCC2,16.99
CC1=CCCOCCC1,-39.17
CCCN1N=CC=C1O,-18.71
CCOC(=O)C(C)N,-109.41
CCC12OC1C1(C)OC21,5.30
O=C1C2CC2C2CCN12,12.12
C#CCC1CC2CC2O1,44.10
CC1OCC2C3OC2C13,-5.39
OCC12C3CC1=CCC23,81.91
CC1(C)C2CC2OC1=N,-14.64
OC1CC2(O)CCC12O,-83.05
N=C1NCCC=CC1=O,1.62
NC(=O)CCCC#C,-5.47
C#CC1CC11CCC1,90.24
OC(C#C)C1(CC1)C#N,69.03
C#CC1C2C3N=CN1C23,165.74
O=CC1NC1C#CC#C,116.31
NC(CO)C#N,-12.45
CC1=NC(C#C)C2CN12,111.04
CC(=O)NC(=N)C(C)=O,-75.15
CCCC1CN1C=O,-25.87
O=CNCC1=CCCC1,-33.88
OC1CC2C1OC2=N,-25.69
OC(CNC=O)C1CC1,-71.56
CC12OCC3C1C1C2N31,52.73
OC12C3NC1C3OC2=N,21.42
CC1CC11CCC(C)=C1,16.96
OCC#CCC1CO1,-0.71
C1OC2=C(C=C1)N=CN2,20.09
CC1=C(N=CN1)C1CO1,7.17
CC1OCCCNC1=O,-87.84
CNC(=O)C(O)C#CC,-45.03
CC(C)C12OCC1C2O,-44.08
CC(C)C1OC(C)C1=O,-77.84
O=C1NC2C3CC3C12,36.55
CC(=O)OC1=NC=NO1,-71.11
O=CCOC(C=O)C#N,-52.71
N#CCC1C2OC=NC12,41.72
C1C2=CC3N=C1N1C3C21,218.88
CC1C2C3C4C(N13)C24O,80.05
CN=C1CC2(CN2)CO1,4.59
CC(C=O)C1=NON=N1,15.64
CN1CC11CC(O)C1=O,-19.27
CC1=CC2CCC2OC1,-11.03
OC12CC3C1C1(CO1)C23,42.44
OC1C(=O)C2NC2C1=O,-53.04
CC1C2CCC2C=C1C,17.70
CCC(C)C1=NNN=C1,26.16
CC12N3CC1(C3)OC2=O,69.51
CN1CC1C1=NNC=N1,68.82
N#CC12COC3CN1C23,71.33
OCC1CC2CN3C2C13,23.32
CC12NC1C1C3CN1C23,119.10
CC1C=C(C=O)C2NC12,18.70
CCOC1(COC1)C#N,-28.20
CC1=CC(=N)OC(F)=N1,-58.95
CNC(=O)C(=O)C#C,-17.06
CN1CCC(=O)C11CC1,-8.92
CN1C=CNC(=N)C1=O,-5.50
O=C1C2CCC1C21CC1,21.73
C#CC12C3C=CC1CN23,153.27
CC1C(O)C2CC12O,-43.17
CC1(CN1)C#CCCO,31.84
CC1CC(=O)OCC1=O,-121.99
CCC#CC#CCC,74.48
CCC1C2CCCC1O2,-32.62
CN(C)C1=NC(C)=NN1,20.72
CC1=NC(=CN1)C(N)=O,-34.67
O=C1CCOC1CC#C,-12.89
CC1CNC(C#N)C1N,33.13
C#CC12CC3C(CC1)C23,104.70
CCC1=NN(C)N=C1N,29.57
NC1=COC2=NC=NN12,40.83
C1OC=NC2=C1N=NO2,20.81
CC1CC1(C)C1CO1,-9.07
CC(C)C1(C)OC1C#N,-8.72
N=C1NCCOC1=O,-62.51
NC1=NC2C3OC1OC23,-10.14
OC12C3COC(C13)C2=O,-48.04
CC1CC1OC(=O)C=O,-91.34
CC1CN1C(CO)C#C,42.50
CN(C)C1=CNN=C1O,0.09
OC12CC3C4C(OC14)C23,14.93
COC(C)C(C)CCO,-109.46
CCCC(C)OCC,-82.97
OCC12C3CC1OCC23,-23.52
OC1C2CC1C(C2)C=O,-40.90
CC1OC2(C)CC12O,-43.13
CCOC(=N)C(C)CO,-96.03
NC1C(NC1C#N)C#C,120.86
COC1CC1C#CC=O,10.19
O=C1NCC23CC12CO3,-5.02
CC12C3CN1C1C3OC21,63.07
CC(=O)CC(O)CC#N,-63.97
CC1=C2NCCN2C=C1,35.14
CC1=C(N)N(C=O)C=N1,-12.40
CC(CC#C)OC=N,18.87
CC1C2C3C4C(N14)C23C,83.10
C1C=CC23NC12C1OC31,95.05
CCC1C(C)OC1(C)C,-60.40
OCC12CC3(CO3)C1N2,3.58
CC1=CC2CC3(C)C2C13,58.58
C1OC23COC4C2OC134,41.48
CC1CCN=COCO1,-67.59
C1C2C3OCOC3CN12,-28.68
CC1(O)COC11CC1,-43.22
CC12CC(C1)(C2)N1CC1,75.56
O=C1CC2OC(=O)NC12,-89.54
C1C2C1C1C=CCCC21,59.25
O=C1CNC(=O)OC1,-111.80
CC1CC2CC2C1=O,-22.01
CCC1(C)OC2C(C)C12,-13.34
CC(=O)CCC(=O)C=O,-108.60
O=CC#CC1CCC=C1,45.36
C1CC11CCC1,29.61
CC1=NNC(=N)C=C1,50.94
CCC12CN1C(C)C2=O,3.51
C1=C2C3C4C2C2C1C2N34,124.42
CC1NC1(C=O)C(N)=O,-59.30
N=C1CC2=C(O1)C=NN2,35.70
CCC1(NC2CC12)C#N,77.80
CN1C2CC2CC1=O,-23.70
C1OC2C3OC3C2=C1,34.42
OCCC1CN1CC=O,-41.97
CC1OC2CCCC12,-35.57
NC(=O)C12CN(C1)C2,33.22
OC1COC(=N)C2CC12,-41.32
C1CC11OCC2CC1C2,5.27
CC12CC(C1)(O2)C#N,51.90
CC1(CO1)C1C2CC1O2,14.84
CCC1CC1C#C,59.79
OC1C=CN(C=O)C1=N,-34.09
CC1OC1C1(CO1)C=O,-55.12
OCC1CC=CC11CC1,-4.33
CCC12OC3C1NC23C,55.42
O=C1CCC2C3NC3C12,29.86
CCC1(C)CC1C1CC1,14.32
CC1OC23CC4C2C1C34,72.62
COCC1=CNC(C)=N1,-25.30
CC12CCC3CCC1C23,11.43
CC1C(O)C2(CO2)C1=O,-67.18
OC(CC=O)C1COC1,-91.09
CC1=C(CCC1)C#C,54.62
CN1CC2NCC1C2=O,2.56
OCC1CC1OC1CC1,-37.88
CC1(CN1C(N)=O)C=O,-55.48
CCC1=C(OC=N1)C=O,-51.58
FC(F)(F)C12CC(C1)O2,-140.91
NC(=N)C1=NC(O)=CO1,-39.50
CC12COC1C2CCO,-38.24
CC1=CC(C)=C(C)N1,-1.82
OC1CC(=O)C11CO1,-60.40
CN=C1OCC=C1C=O,-36.84
OC1CCC11CN1,4.46
CC1=C([N-]N=N1)C(N)=[NH2+],59.92
CC(O)C1=NCC(=O)O1,-112.83
CC(O)C1(O)CCC1C,-90.38
CC1NC11CCC1=O,4.09
OCC1(CCOC1)C#N,-50.68
